Sample	posterior	likelihood	prior	Tree.t:simulated_data_A.CFheight	Tree.t:simulated_data_A.CFlength	Tree.t:simulated_data_A.nConv	Tree.t:simulated_data_A.nUselessConvs	Tree.t:simulated_data_A.meanEdgeLength	Tree.t:simulated_data_A.meanDepartureHeight	Tree.t:simulated_data_A.locus.simulated_data_A.meanTractLength	Tree.t:simulated_data_A.locus.simulated_data_A.meanRegionLength	Tree.t:simulated_data_A.locus.simulated_data_A.meanStartSite	Tree.t:simulated_data_A.locus.simulated_data_A.meanEndSite	Tree.t:simulated_data_A.locus.simulated_data_A.randomStartSite	Tree.t:simulated_data_A.locus.simulated_data_A.randomEndSite	Tree.t:simulated_data_A.locus.simulated_data_B.meanTractLength	Tree.t:simulated_data_A.locus.simulated_data_B.meanRegionLength	Tree.t:simulated_data_A.locus.simulated_data_B.meanStartSite	Tree.t:simulated_data_A.locus.simulated_data_B.meanEndSite	Tree.t:simulated_data_A.locus.simulated_data_B.randomStartSite	Tree.t:simulated_data_A.locus.simulated_data_B.randomEndSite	popFinalSize.t:simulated_data_A	popGrowthRate.t:simulated_data_A
161000	-21334.916481236814	-20951.242739265945	-383.6737419708685	3.5857688085007493	18.39929445352981	19	0	0.46418154423041874	1.4695781796513987	331.0	184.05263157894737	2591.6153846153848	2921.6153846153848	1364.0	1979.0	441.0	160.6	2176.6666666666665	2616.6666666666665	4209.0	4999.0	5.610001543715045	0.7437211775062599
162000	-21339.080183087513	-20945.3315276371	-393.7486554504136	3.5938831453800297	18.831005076046974	20	1	0.4562631407381317	1.1998566911739847	335.1111111111111	327.44444444444446	2662.4444444444443	2996.5555555555557	0.0	299.0	409.09090909090907	232.07142857142858	2309.2727272727275	2717.3636363636365	1569.0	3818.0	9.229937246841729	1.1012271700665595
163000	-21307.065502624388	-20942.082014846008	-364.9834877783801	3.4289161487623208	17.86620301234646	18	0	0.4569059040171078	1.0238576944596778	502.1	198.375	1855.9	2357.0	3099.0	1501.0	349.75	210.3	2085.125	2433.875	3281.0	3601.0	7.221424177133152	0.9649279764338313
164000	-21370.65793056102	-20945.949373234813	-424.70855732620873	3.4272754940893164	18.178589581582255	21	0	0.4518719362200788	0.9475406066412371	495.6666666666667	242.5	2172.1111111111113	2666.777777777778	3909.0	2642.0	280.9166666666667	103.33333333333333	1692.5	1972.4166666666667	3506.0	103.0	7.10501070179439	0.9749234358611369
165000	-21334.487762684406	-20938.890303982786	-395.59745870161976	3.7255692930582223	19.538054015334662	19	0	0.666932312066302	0.9497511407234109	380.0	198.0	2066.25	2445.25	1785.0	2509.0	351.8181818181818	176.0	2376.090909090909	2726.909090909091	4132.0	699.0	9.328261169104364	1.0281343288633693
166000	-21285.60475336227	-20938.542988306843	-347.0617650554264	3.6403763841142234	18.708007450301054	16	0	0.7242940872668117	0.9280970210371067	357.3333333333333	181.46153846153845	1681.888888888889	2038.2222222222222	263.0	833.0	588.5714285714286	352.55555555555554	2311.8571428571427	2899.4285714285716	4113.0	4999.0	8.241752159854668	0.6847262763748344
167000	-21399.593392993407	-20943.8070765025	-455.78631649090767	3.8599363581782296	18.305111498480898	23	0	0.6393335921717486	0.8986970300831816	449.625	223.91666666666666	1976.75	2425.375	1778.0	1501.0	546.3333333333334	170.12	2243.6666666666665	2789.0	4113.0	643.0	8.763437803192481	0.6741901806037964
168000	-21411.899786044447	-20944.600626488384	-467.29915955606316	3.860137480862825	19.913278297723206	23	0	0.5497488865106405	1.3055309654082772	462.2307692307692	179.5	2063.6153846153848	2524.846153846154	2555.0	320.0	387.5	221.0	2182.3	2568.8	2480.0	4514.0	7.750220235799653	0.8247356646332132
169000	-21305.63532133595	-20951.651820068735	-353.98350126721635	3.7267802061161284	19.15887836773211	17	1	0.5716159727729473	0.9765887811897467	341.7	163.35714285714286	1652.9	1993.6	1760.0	1501.0	386.2857142857143	200.2	1760.7142857142858	2146.0	2446.0	358.0	8.482935383633036	0.7791484861581398
170000	-21338.877542994574	-20947.026145920332	-391.85139707424355	3.659095014419805	19.06208970953863	19	0	0.5585260956953981	1.1559333028798655	517.6666666666666	232.6	2177.3333333333335	2694.0	3272.0	3292.0	356.3076923076923	189.10526315789474	2418.3846153846152	2773.6923076923076	3243.0	4999.0	9.771904139486876	1.0210420590321188
171000	-21171.71778892786	-20946.117246019006	-225.60054290885435	3.3785014663596384	18.105084675799144	9	0	0.8904853246606366	0.648352036806447	431.0	431.0	1397.0	1827.0	3111.0	2271.0	575.0	389.5	1673.6	2247.6	99.0	1759.0	9.46754378865271	0.9027663864193396
172000	-21268.085824790214	-20940.641709884203	-327.44411490601027	3.4342131420482938	18.161653108776882	16	0	0.5656694939123623	0.8316373981882903	446.0	446.0	1855.0	2300.0	0.0	3278.0	393.1818181818182	192.6875	1612.0	2004.1818181818182	438.0	592.0	6.996073727796763	0.905550399815586
173000	-21308.479022782096	-20943.877798335485	-364.60122444661044	3.4265722055999195	17.83334608407975	17	0	0.6683243983701421	0.8737323647555514	387.85714285714283	250.6	2215.0	2601.8571428571427	3810.0	2300.0	375.9	162.0625	2266.2	2641.1	4417.0	4645.0	7.092446094011843	0.7593264247041384
174000	-21251.842470850428	-20941.4865010976	-310.3559697528274	3.7022083331113347	19.051427964014014	14	0	0.7112041702456615	1.0144562480210118	700.4	419.7142857142857	2224.8	2924.2	1472.0	1499.0	406.55555555555554	220.84615384615384	2340.8888888888887	2746.4444444444443	3391.0	1076.0	7.321662702693837	0.566581498544541
175000	-21363.77253775148	-20937.121536406565	-426.6510013449168	3.677575653243734	19.34325435744067	20	0	0.6959197418155019	1.00869961637695	550.8571428571429	234.1818181818182	2059.714285714286	2609.5714285714284	2405.0	2547.0	362.38461538461536	155.25	2236.3076923076924	2597.6923076923076	3741.0	3707.0	10.641360705236586	0.7978614299754491
176000	-21308.852120783624	-20943.959281079253	-364.89283970437066	3.9594037602077297	20.079549176175302	17	0	0.6608611228133795	0.9415315166375547	307.8333333333333	307.8333333333333	2894.1666666666665	3201.0	1758.0	4072.0	423.1818181818182	196.21428571428572	1861.4545454545455	2283.6363636363635	4244.0	4215.0	11.274295301638626	0.8653442307491892
177000	-21347.31421868451	-20939.18736285333	-408.12685583118395	3.5884196623162588	18.8570934782278	21	0	0.5418313261140832	1.2821768142313812	296.0	207.2	2937.25	3232.25	3943.0	1490.0	428.3076923076923	206.9375	2426.846153846154	2854.153846153846	1965.0	3088.0	10.794319440054892	0.9824049813930025
178000	-21256.06953853388	-20947.328879270528	-308.7406592633517	3.524906704479859	18.09181140100818	14	0	0.5511080009959289	1.3739283257997177	641.1666666666666	319.8888888888889	2098.0	2738.1666666666665	1948.0	2374.0	493.625	289.5	2065.25	2557.875	2402.0	2398.0	7.62454221864628	0.9910024617464426
179000	-21321.71003970194	-20944.530400831733	-377.1796388702074	3.6474750190246694	18.13062469161583	18	0	0.4645528330564416	1.0152663189215363	634.25	288.0833333333333	2304.5	2937.75	2920.0	1509.0	413.2	224.69230769230768	1702.7	2114.9	4419.0	1864.0	7.790331160665845	0.9266128432751125
180000	-21362.606631283124	-20940.85725568772	-421.74937559540473	3.760470708465327	19.112279361794553	20	0	0.5676983741714994	0.8171036804581681	368.1111111111111	270.5833333333333	2371.3333333333335	2738.4444444444443	1576.0	3134.0	330.1818181818182	146.3125	2310.909090909091	2640.090909090909	2628.0	228.0	6.75935462809346	1.0231039681635998
181000	-21320.71398251332	-20942.239338757536	-378.4746437557833	3.7219127379313823	18.803323111336155	18	0	0.597823466872047	1.1369875616859462	471.4	196.26666666666668	2889.6	3360.0	4033.0	3271.0	665.75	248.41666666666666	2516.625	3181.375	4082.0	679.0	6.584568893254303	0.8109288814792102
182000	-21297.342888369156	-20942.245206140593	-355.0976822285616	3.566962856283354	17.953683967552866	17	0	0.5260093172238071	0.964123078873129	551.0833333333334	211.05263157894737	2629.8333333333335	3179.9166666666665	2876.0	4999.0	499.2	276.2857142857143	2302.4	2800.6	81.0	4999.0	7.415741179059964	0.9229336770080738
183000	-21256.595495868114	-20948.154008539397	-308.44148732871787	3.402818675208967	17.386833987839598	14	0	0.5701062931855734	1.0040661433592037	472.8	299.85714285714283	1539.0	2010.8	449.0	464.0	386.77777777777777	152.13333333333333	1876.2222222222222	2262.0	2771.0	783.0	5.164440857641778	0.471991925810435
184000	-21316.256130147143	-20940.21589375625	-376.04023639089536	3.7445942816176445	18.648419358595234	18	0	0.8085355484930948	1.089093639529424	336.875	216.7	1894.375	2230.25	2017.0	1460.0	448.0	232.07142857142858	1766.2	2213.2	220.0	4999.0	6.345079723293506	0.43129584855817793
185000	-21358.7451627474	-20940.216243389048	-418.5289193583508	3.5928734910443385	18.681941938211576	20	0	0.953004917301811	0.8780775653542776	323.9166666666667	160.88888888888889	1886.0833333333333	2209.0	1781.0	4566.0	647.375	278.1666666666667	2427.375	3073.75	0.0	603.0	6.634362904571056	0.3710482112327088
186000	-21284.4031621587	-20947.80824997215	-336.59491218654983	3.7244356696084857	18.224762798703722	16	0	1.1362223810369316	0.8797976402788324	334.3333333333333	334.3333333333333	1909.1666666666667	2242.5	0.0	1466.0	475.4	281.0833333333333	2422.8	2897.2	4833.0	2228.0	7.334799465273471	0.32449414310332647
187000	-21273.553852196674	-20936.530918420016	-337.0229337766587	3.436541581384249	18.427047430508814	15	0	1.2255696645165375	1.232972341922901	565.0	385.14285714285717	1784.1666666666667	2348.1666666666665	15.0	3285.0	663.6666666666666	269.2307692307692	2086.8888888888887	2749.5555555555557	3662.0	4999.0	6.378347497048053	0.34944171000427227
188000	-21294.820629999424	-20944.61958527779	-350.2010447216331	3.8010554378146737	18.661861894522833	16	0	1.104219338109036	0.9680979000514334	396.0	283.55555555555554	2441.4285714285716	2836.4285714285716	3100.0	2289.0	501.55555555555554	271.9166666666667	1793.0	2293.5555555555557	4427.0	654.0	4.858901949697187	0.22317380304329051
189000	-21345.969099660873	-20939.19792163621	-406.77117802466387	3.5528751616219716	18.469867706809463	19	0	1.0598647037562812	1.3780226877619774	337.5	266.85714285714283	1994.8333333333333	2331.3333333333335	1700.0	2296.0	439.84615384615387	190.23809523809524	2125.076923076923	2563.923076923077	2405.0	850.0	6.274755057068233	0.3226853902732794
190000	-21223.9962421936	-20945.22250420512	-278.773737988477	3.6341157954809096	19.041795047194643	12	0	0.9309433611942602	1.1360610681621053	567.3333333333334	567.3333333333334	1769.6666666666667	2336.0	3100.0	2293.0	511.3333333333333	305.27272727272725	1733.111111111111	2243.4444444444443	4427.0	614.0	5.476524574605474	0.23969284289177317
191000	-21388.899998733028	-20944.7255806697	-444.17441806333005	3.8046380641501667	19.30163435654497	22	2	0.7933689890194071	1.271596921252393	391.72727272727275	205.06666666666666	1817.5454545454545	2208.2727272727275	443.0	1208.0	423.6363636363636	208.21428571428572	1864.909090909091	2287.5454545454545	4427.0	1713.0	5.967458181024893	0.35736543988462316
192000	-21278.476887639874	-20942.018799337806	-336.4580883020668	3.5589787872308047	17.930979772400388	15	1	1.0689596279470943	0.7783833581432924	323.14285714285717	243.55555555555554	2303.1428571428573	2625.285714285714	1389.0	4845.0	349.125	197.7	1977.5	2325.625	0.0	40.0	7.722862662960979	0.3701361408614246
193000	-21287.249155410613	-20936.41545343921	-350.83370197140067	3.961602350249281	20.08565491921453	16	0	0.8228442932089726	1.0399571852267993	449.5	238.36363636363637	1763.875	2212.375	4067.0	2293.0	327.25	181.72727272727272	2415.625	2741.875	76.0	4631.0	7.3518248387602005	0.3344513732787721
194000	-21474.632338462416	-20938.515991901022	-536.1163465613935	3.8086047962341096	20.410920743422892	26	0	0.7843224961750911	1.0240867266086158	381.8	163.2	2151.4	2532.2	3130.0	3902.0	406.5	122.46428571428571	2360.625	2766.125	4254.0	4390.0	6.982925914818433	0.4309947755241372
195000	-21335.295549435585	-20932.46413182424	-402.83141761134397	3.6023752287497377	18.52316300858021	19	1	0.9262439415946455	1.0105832425299597	355.0	236.22222222222223	2249.5714285714284	2603.5714285714284	4931.0	1496.0	376.3333333333333	195.5625	1822.9166666666667	2198.25	0.0	702.0	8.378271853610872	0.5197871933753825
196000	-21321.410315470348	-20934.80439569462	-386.60591977572767	3.6449054594153605	18.729812525839986	18	1	0.8554775003164345	0.7153669153980853	337.3636363636364	200.07142857142858	2057.818181818182	2394.181818181818	475.0	1496.0	450.57142857142856	293.55555555555554	2157.285714285714	2606.8571428571427	104.0	4738.0	3.8362429805936875	0.21912268702168133
197000	-21264.449005322593	-20934.420169949914	-330.02883537268053	3.61721000670688	19.0474734505262	16	0	0.8187981767465989	0.9809542047689418	328.22222222222223	187.66666666666666	2091.1111111111113	2418.3333333333335	4683.0	4999.0	423.0	270.25	1906.2857142857142	2328.285714285714	1106.0	1127.0	4.782760980510235	0.24123082934393142
198000	-21311.52863279586	-20938.71725609269	-372.8113767031731	3.7062159054877277	18.828607121921394	18	1	0.8296599170410861	0.8469757774769272	313.6	204.33333333333334	2639.9	2952.5	4683.0	4999.0	532.75	225.83333333333334	2212.75	2744.5	104.0	3610.0	4.93343301834908	0.2659882366103683
199000	-21367.359318137744	-20935.112348126764	-432.24697001098053	3.8765085635187946	19.9461664364558	22	0	0.6294147898793987	0.9257769006051333	369.27272727272725	191.625	2032.909090909091	2401.181818181818	4790.0	430.0	330.27272727272725	157.42857142857142	3248.4545454545455	3577.7272727272725	4885.0	596.0	6.881276973486642	0.37678000023275504
200000	-21285.68613762904	-20942.044242360615	-343.6418952684237	3.474813709796968	18.57736152185979	16	0	0.6428091454703806	0.9165105989719187	387.55555555555554	221.23076923076923	2635.8888888888887	3022.4444444444443	2992.0	4999.0	383.42857142857144	274.125	2368.0	2750.4285714285716	2078.0	689.0	6.994986454679456	0.5563987644444498
201000	-21252.30778063588	-20940.678107247684	-311.629673388198	3.6987028310884145	18.79625405466497	14	0	0.680919388108271	0.7673280526798688	456.875	226.27272727272728	2333.5	2789.375	3130.0	4839.0	468.0	262.75	2165.6666666666665	2632.6666666666665	2949.0	596.0	7.296724705876822	0.5204258779793735
202000	-21233.168106363	-20948.422771337897	-284.7453350251018	3.768253990092038	18.310175762015668	13	0	0.6443599650711648	0.8969657144626182	466.1666666666667	347.42857142857144	2828.3333333333335	3293.5	3130.0	4999.0	502.0	249.1	2467.1428571428573	2968.1428571428573	102.0	3760.0	7.314583616737575	0.5435924426642315
203000	-21283.700117630924	-20941.129515093235	-342.5706025376883	3.8337315210714595	19.44599552382029	17	0	0.5670771208185164	0.9481320772192224	695.4	298.42857142857144	2549.4	3243.8	3139.0	1572.0	387.57142857142856	274.25	2455.714285714286	2842.285714285714	102.0	2779.0	10.611691150438475	0.9185902418861789
204000	-21355.405460906724	-20943.740616721378	-411.66484418534674	3.6775000075967763	19.10005892476032	20	0	0.6705488203088981	1.2199740219213602	422.0	333.875	2035.4285714285713	2456.4285714285716	2470.0	1519.0	403.0769230769231	135.28571428571428	3072.6923076923076	3474.769230769231	0.0	4999.0	9.597952026465382	0.9430596408374985
205000	-21299.217314748254	-20941.209440087434	-358.0078746608189	3.432197225527098	18.47290460597137	17	0	0.6085208854316206	0.5742230847721628	336.0	262.875	2921.714285714286	3256.714285714286	427.0	3470.0	412.4	215.14285714285714	2551.2	2962.6	3980.0	3445.0	7.417085945369154	0.7498228072466876
206000	-21375.886371306915	-20944.33786607255	-431.5485052343644	3.749722417689936	18.3398057307003	21	2	0.4519694979644631	0.8193324514099475	390.0833333333333	170.3125	2478.0	2867.0833333333335	2094.0	3353.0	441.77777777777777	190.5	2267.777777777778	2708.5555555555557	3278.0	4999.0	9.95766259481162	1.0983370246454505
207000	-21302.698489101636	-20938.09418362603	-364.6043054756064	3.552295484244104	18.434994500822725	17	1	0.5780011793630632	0.5251297224614103	511.2857142857143	313.3333333333333	2886.5714285714284	3396.8571428571427	4554.0	3660.0	320.1	169.53846153846155	2152.9	2472.0	0.0	602.0	10.339671955511186	1.0992411417869914
208000	-21300.554748260376	-20941.760708538066	-358.7940397223106	3.355176011825607	17.818525704575194	17	1	0.4631448141354712	0.775897988362159	508.14285714285717	428.14285714285717	2665.5714285714284	3172.714285714286	1773.0	4999.0	395.3	199.21428571428572	2324.2	2718.5	2925.0	2787.0	9.03406426319676	1.3001451574549547
209000	-21301.043672106083	-20945.962867374743	-355.0808047313406	3.3684468032216084	18.245300125523176	17	0	0.5162547941297317	0.5628122140229587	429.85714285714283	298.0	2535.1428571428573	2964.0	4375.0	4999.0	348.8	156.13333333333333	1992.2	2340.0	13.0	1929.0	6.457444211780433	0.7803619311383475
210000	-21205.728985633865	-20935.057681379254	-270.6713042546105	3.70678822844204	19.49833428065553	12	0	0.6405782445061784	0.6319239418430215	419.3333333333333	419.3333333333333	2085.8333333333335	2504.1666666666665	0.0	2494.0	487.3333333333333	263.875	2209.6666666666665	2696.0	4411.0	3453.0	7.7539101680279625	0.8799534202996351
211000	-21451.431279293956	-20938.28306135686	-513.1482179370971	3.768010062665354	18.820711657586596	27	1	0.4778655170623245	1.1451028684097868	563.9333333333333	184.22727272727272	2467.6	3030.5333333333333	4729.0	2005.0	476.8333333333333	208.83333333333334	2220.4166666666665	2696.25	2903.0	596.0	6.4674443278670335	0.649201516894625
212000	-21283.615735949512	-20945.030088386717	-338.5856475627962	3.463850002931878	18.590623136834044	16	0	0.5857303978064209	0.789453679987213	350.57142857142856	350.57142857142856	2681.1428571428573	3030.714285714286	3115.0	1573.0	467.0	211.0	1487.5555555555557	1953.5555555555557	103.0	3699.0	6.699935498337158	0.668626327611578
213000	-21280.12342823213	-20939.600680578704	-340.52274765342656	3.7325969933331624	18.861546276393018	17	0	0.6290673725487165	1.1426016617637285	368.125	298.44444444444446	2237.25	2604.375	4729.0	2278.0	514.4444444444445	262.5	918.2222222222222	1431.6666666666667	4411.0	596.0	8.427350594877684	0.8992446099282075
214000	-21348.056523406605	-20939.34323086881	-408.71329253779516	3.855631501496047	19.127899765684337	21	2	0.5030462559147776	1.2686530426486167	445.45454545454544	169.22222222222223	1931.0	2375.4545454545455	3162.0	2179.0	347.2	215.54545454545453	1683.3	2029.5	4411.0	4999.0	8.11110527550564	0.7807923098193448
215000	-21222.32005926461	-20944.24503297895	-278.07502628565953	3.2935184847092183	18.246933005916897	13	0	0.5025087221759044	0.5449859555808378	380.0	248.0	2396.125	2775.125	4712.0	2278.0	561.6	334.8333333333333	1484.4	2045.0	0.0	300.0	6.012511966642602	0.8840063493968147
216000	-21372.637267464925	-20942.41546389967	-430.2218035652539	3.9841347392937765	19.096979198274457	22	2	0.5811197876247719	1.3421185763554713	389.5833333333333	181.125	2024.5	2413.0833333333335	4712.0	2173.0	380.5	226.0	1745.8	2125.3	2892.0	3956.0	4.974297571912821	0.39348967109442917
217000	-21230.259594929597	-20946.585096986866	-283.67449794272983	3.6980533946644867	18.35419522385262	13	0	0.54675703356682	1.0162908103003465	668.5714285714286	343.6	2416.0	3083.5714285714284	1757.0	1576.0	420.1666666666667	195.25	2122.0	2541.1666666666665	0.0	648.0	6.882206991884275	0.7410970962994077
218000	-21214.831513274054	-20951.484833625425	-263.3466796486267	3.534492290999923	18.804122037656853	12	0	0.6011062198428436	1.1355752705511493	446.6666666666667	311.14285714285717	2582.1666666666665	3027.8333333333335	470.0	4999.0	449.6666666666667	273.375	2255.5	2704.1666666666665	3758.0	4202.0	9.601250926690872	0.9562201388671863
219000	-21267.625169116087	-20950.02948135053	-317.595687765554	3.625103330197425	19.39960217567656	15	0	0.7179416920582276	1.3093660921029089	509.9	267.0769230769231	2816.8	3325.7	2091.0	4999.0	558.6	289.6666666666667	1968.6	2526.2	4408.0	614.0	11.843521255238525	0.8276121845940699
220000	-21296.706472371676	-20953.43546455756	-343.27100781411656	3.628143633458891	18.35164620252033	17	0	0.656453744307562	1.0953431861559582	452.375	232.72727272727272	2171.0	2622.375	682.0	4109.0	308.8888888888889	116.0909090909091	2436.5555555555557	2744.4444444444443	168.0	46.0	9.498296835669839	1.040981600686047
221000	-21305.92664202747	-20954.417815702815	-351.5088263246541	3.3183665329062944	18.33859071154625	18	0	0.4991729566121789	1.0110646723693224	295.1	178.5	2351.4	2645.5	1543.0	1629.0	388.125	239.1	2478.25	2865.375	4941.0	4999.0	7.669618416407968	1.0436482891306238
222000	-21272.624168083563	-20945.960369146735	-326.66379893682966	3.7367146634420982	19.99267574913099	15	0	0.5825474860261245	0.8376333785866035	413.55555555555554	238.3846153846154	1789.3333333333333	2201.8888888888887	4705.0	2975.0	596.8333333333334	431.0	2219.1666666666665	2815.0	135.0	626.0	8.817311564493636	0.8214208122430162
223000	-21370.311177015297	-20945.53911485264	-424.77206216265773	3.551969492580061	18.404792663129157	21	0	0.5906341655871635	1.0571234299469556	414.27272727272725	202.94117647058823	2006.3636363636363	2419.6363636363635	2221.0	4213.0	426.3	181.13333333333333	2726.6	3151.9	448.0	3706.0	8.587411090365073	0.8089627907197203
224000	-21254.580616620056	-20951.43395242917	-303.1466641908853	3.6557141496638215	18.35849532644974	14	0	0.5110694392355432	0.5772844507304404	364.1111111111111	190.76923076923077	1235.5555555555557	1598.6666666666667	0.0	1649.0	448.8	243.14285714285714	1793.4	2241.2	607.0	4999.0	7.079493246059042	0.9734992994066634
225000	-21362.263299785365	-20956.655324866442	-405.60797491892384	3.6381179693468777	18.225360641554666	19	1	0.4999178465504513	1.0093840945127728	669.7272727272727	186.33333333333334	1519.2727272727273	2188.0	1253.0	582.0	462.25	198.5	2076.125	2537.375	4379.0	1964.0	6.256064918164747	0.8132555313544947
226000	-21322.487789457686	-20951.655088006533	-370.8327014511527	3.4531808198819807	19.350723291784373	17	0	0.7815001004742463	0.9142554167095608	490.57142857142856	321.8	2145.285714285714	2634.8571428571427	3215.0	4137.0	467.0	257.15384615384613	2246.8	2712.8	126.0	752.0	9.510735072139758	0.5921854127628733
227000	-21385.53846431715	-20944.75984952601	-440.77861479114006	3.6603640681406318	19.039178606332484	21	1	0.6964963759971217	0.8634274665686161	606.0	189.25	1923.909090909091	2528.909090909091	458.0	1624.0	361.9	166.33333333333334	2588.1	2949.0	3990.0	4080.0	5.683448000538084	0.5667313248322763
228000	-21300.865091675274	-20947.1985672546	-353.666524420676	3.535596178507785	18.53733634693429	17	0	0.5378579215426255	0.793748344202812	396.3	188.52941176470588	1344.0	1739.3	3182.0	2292.0	355.0	206.875	2199.4285714285716	2553.4285714285716	1042.0	1046.0	6.0659736373399396	0.7005021463832797
229000	-21306.883918611486	-20945.009499028904	-361.87441958258205	3.927894954429351	19.293658618334792	17	0	0.5786574704408006	1.3535845156692816	542.8571428571429	246.72727272727272	1433.142857142857	1975.0	1142.0	2496.0	353.8	173.71428571428572	2236.5	2589.3	132.0	1927.0	11.057665737219644	0.705080652342442
230000	-21260.411862471636	-20945.597455551473	-314.8144069201638	3.6891504751647193	18.525644318219864	15	0	0.5201425336493598	1.2211492736897633	376.7142857142857	315.625	2480.5714285714284	2856.285714285714	483.0	2292.0	416.625	218.4	1572.375	1988.0	0.0	870.0	7.112953539132743	0.8221389576866535
231000	-21333.370311070576	-20945.853481111808	-387.5168299587693	3.711325180022361	18.24816857266629	19	0	0.4487337601820294	1.151087471598516	380.77777777777777	222.58333333333334	1560.0	1939.7777777777778	485.0	3394.0	455.2	187.875	2267.1	2721.3	3003.0	608.0	6.149378087557176	0.7349160806239038
232000	-21345.555144467453	-20944.929057088477	-400.6260873789762	3.9244159925844304	19.728832935611337	19	0	0.7377335202053611	1.0753807381685574	541.7692307692307	191.4090909090909	2679.5384615384614	3220.3076923076924	509.0	2993.0	479.3333333333333	240.5	1747.3333333333333	2225.6666666666665	0.0	305.0	7.6796046787146945	0.7150867277115484
233000	-21300.000607998223	-20942.699897701812	-357.3007102964098	3.428793905185866	18.090450413849187	17	0	0.5175758110267663	0.963776687057891	662.375	283.7692307692308	1667.125	2328.5	4226.0	924.0	420.44444444444446	212.36363636363637	2068.0	2487.4444444444443	1270.0	592.0	7.191575060924873	0.551316742538099
234000	-21367.966085180655	-20936.72782371268	-431.2382614679732	3.739639671077283	18.72676290728847	21	0	0.584926562100589	1.2764114148878367	661.4545454545455	206.15	1995.3636363636363	2655.818181818182	3806.0	1171.0	313.8	176.92307692307693	1435.6	1748.4	39.0	841.0	7.664943296091674	0.43143527220741645
235000	-21289.22165109978	-20942.933912966208	-346.28773813357043	3.784864630102486	19.43365111434013	16	0	0.9730240888371458	1.3185861960960417	443.55555555555554	213.15384615384616	2298.222222222222	2740.777777777778	4748.0	4551.0	343.7142857142857	159.0	2067.1428571428573	2409.8571428571427	0.0	1913.0	6.685820383744805	0.44901142334478544
236000	-21269.31996769708	-20942.42542278232	-326.89454491476044	3.551604977673251	18.111924701619678	15	1	0.884590420783058	1.3219322489499001	518.375	172.16666666666666	1598.125	2115.5	2124.0	1295.0	406.0	228.77777777777777	2775.5714285714284	3180.5714285714284	3067.0	4905.0	6.520062909310994	0.3499752839895813
237000	-21298.551706281334	-20935.23151094825	-363.3201953330813	3.7004092009770773	18.491844405143695	17	0	1.1828016855169796	1.206394076971712	214.83333333333334	214.83333333333334	2265.8333333333335	2479.6666666666665	1761.0	837.0	343.09090909090907	147.0	2687.090909090909	3029.181818181818	4405.0	4905.0	4.960031966444008	0.23029942977665996
238000	-21381.22228452832	-20938.122796344152	-443.0994881841689	3.5147630638814555	18.506708897820378	22	1	0.8893288203015203	1.154533527632885	358.75	235.8	1874.875	2232.625	0.0	2247.0	328.2142857142857	123.15	2415.8571428571427	2743.0714285714284	4845.0	386.0	4.616709471803357	0.17945870756561658
239000	-21278.675373432732	-20943.603659562883	-335.07171386984885	3.6931440672956177	19.496471647136868	15	0	0.713971955609789	0.6419221643699825	508.1666666666667	255.9	1497.6666666666667	2004.8333333333333	3188.0	2285.0	378.44444444444446	184.53846153846155	2110.8888888888887	2488.3333333333335	4390.0	4999.0	4.45831937891782	0.18369983196629727
240000	-21221.98556876197	-20948.452196155413	-273.5333726065594	3.687031781990705	18.35697259663828	12	0	0.6589598400424992	0.3937566035491861	299.57142857142856	183.77777777777777	2124.5714285714284	2423.1428571428573	510.0	3380.0	397.6	250.83333333333334	1453.4	1850.0	2708.0	4999.0	4.896087954816797	0.18313908785549243
241000	-21315.926321662057	-20945.970153169947	-369.95616849210825	3.499738145181608	17.79648495447064	18	0	0.645948506456596	0.7086468379470618	285.375	210.88888888888889	1928.875	2213.25	1790.0	382.0	305.5	194.84615384615384	2031.2	2335.7	169.0	478.0	5.538151099857513	0.38224247903032527
242000	-21341.78251155812	-20938.142581026674	-403.639930531448	3.575108572148331	18.388015243520424	20	0	0.6296231658999053	1.2556539342701958	318.0	263.1666666666667	2178.8	2495.8	3955.0	3380.0	352.93333333333334	171.8	1853.9333333333334	2205.866666666667	0.0	591.0	4.332764806847394	0.44216386998549134
243000	-21288.286203459662	-20938.726631716432	-349.5595717432291	3.597438519161228	18.96554116308373	16	0	0.6289861902540952	0.9465147554395732	278.6	147.53333333333333	2570.1	2847.7	289.0	2285.0	425.1666666666667	205.77777777777777	1602.0	2026.1666666666667	2381.0	17.0	5.7481060065503575	0.5582984750025894
244000	-21351.820909678452	-20941.07414765619	-410.7467620222624	3.7937458698323048	19.28577176511892	21	0	0.766690760972199	1.2594857003460742	417.27272727272725	223.86666666666667	3040.181818181818	3456.4545454545455	4776.0	3573.0	319.5	141.42857142857142	1871.4	2189.9	2041.0	618.0	5.552938493601869	0.38987173477666776
245000	-21411.56575073662	-20945.456037129723	-466.1097136068956	4.112619138366137	20.728606144772883	23	0	0.6184007057528362	1.5020722889657876	254.6	230.27272727272728	2508.2	2761.8	2589.0	2827.0	369.7692307692308	143.0	2307.3076923076924	2676.076923076923	2451.0	2907.0	6.225478872521046	0.6131764845535298
