Sample	posterior	likelihood	prior	Tree.t:simulated_data_A.CFheight	Tree.t:simulated_data_A.CFlength	Tree.t:simulated_data_A.nConv	Tree.t:simulated_data_A.nUselessConvs	Tree.t:simulated_data_A.meanEdgeLength	Tree.t:simulated_data_A.meanDepartureHeight	Tree.t:simulated_data_A.locus.simulated_data_A.meanTractLength	Tree.t:simulated_data_A.locus.simulated_data_A.meanRegionLength	Tree.t:simulated_data_A.locus.simulated_data_A.meanStartSite	Tree.t:simulated_data_A.locus.simulated_data_A.meanEndSite	Tree.t:simulated_data_A.locus.simulated_data_A.randomStartSite	Tree.t:simulated_data_A.locus.simulated_data_A.randomEndSite	Tree.t:simulated_data_A.locus.simulated_data_B.meanTractLength	Tree.t:simulated_data_A.locus.simulated_data_B.meanRegionLength	Tree.t:simulated_data_A.locus.simulated_data_B.meanStartSite	Tree.t:simulated_data_A.locus.simulated_data_B.meanEndSite	Tree.t:simulated_data_A.locus.simulated_data_B.randomStartSite	Tree.t:simulated_data_A.locus.simulated_data_B.randomEndSite	popFinalSize.t:simulated_data_A	popGrowthRate.t:simulated_data_A
86000	-21333.531228163876	-20956.50892241018	-377.02230575369714	3.582408833769215	19.298103179437103	19	0	0.45248179735928307	1.3616357128333174	399.22222222222223	201.0	2794.8888888888887	3193.1111111111113	2987.0	3709.0	472.9	143.42857142857142	1537.9	2009.8	87.0	962.0	7.671647176600299	0.8916864110833213
87000	-21354.252092117524	-20964.690162298273	-389.5619298192519	3.7862365317244904	19.786054414358727	19	0	0.5255451183571271	1.0532744426076506	356.5	281.42857142857144	2453.6666666666665	2809.1666666666665	3515.0	1398.0	447.61538461538464	138.89473684210526	1747.6923076923076	2194.3076923076924	80.0	350.0	5.8729841182455464	0.6706301417805236
88000	-21301.754450544864	-20956.735863241032	-345.01858730383253	3.4714727405784127	18.863492051484204	17	0	0.5024309498622099	1.0077363396561996	317.8333333333333	264.0	2813.0	3129.8333333333335	3048.0	3745.0	458.0	138.875	2286.6363636363635	2743.6363636363635	0.0	865.0	7.268311234074448	0.8025627307401048
89000	-21377.0883794948	-20955.501198101178	-421.58718139361974	3.6727856983097205	19.148639424844838	21	0	0.40671341307921827	1.4278973318482644	333.6	255.16666666666666	2877.2	3209.8	478.0	2913.0	469.45454545454544	197.16666666666666	2185.909090909091	2654.3636363636365	455.0	722.0	7.936178106241613	1.0400351029808637
90000	-21205.859941134964	-20957.9762981428	-247.88364299216508	3.76342567070021	18.697110707367507	11	0	0.5035845487217354	0.7669403455584174	361.8	361.0	3056.4	3417.2	4898.0	4999.0	618.0	323.77777777777777	1801.5	2418.5	167.0	600.0	9.363215773840762	1.207285839323017
91000	-21334.313603476094	-20958.781140925552	-375.53246255054245	3.781563956459186	19.82319885896672	19	1	0.40645654547014337	1.4369546147508396	396.0	396.0	2576.6666666666665	2971.6666666666665	1802.0	1441.0	375.38461538461536	153.31578947368422	2270.4615384615386	2644.846153846154	3549.0	2812.0	9.513091755321557	0.8293506780945235
92000	-21286.492722534545	-20953.43062714421	-333.06209539033614	3.292100124034625	17.651198263492308	16	0	0.5844979305079884	0.659072223160777	290.44444444444446	184.0	2362.222222222222	2651.6666666666665	478.0	2289.0	339.7142857142857	231.75	2765.4285714285716	3104.1428571428573	0.0	4999.0	6.4764558323491395	0.930680138402175
93000	-21362.511650148546	-20952.50434259603	-410.007307552517	3.685444937823818	19.246144887424716	20	0	0.4170087252336313	0.9474881124686909	255.83333333333334	158.8125	1946.25	2201.0833333333335	2707.0	1020.0	430.75	212.1	2123.25	2553.0	4420.0	704.0	8.609446273676042	1.0969265822527965
94000	-21257.903590062935	-20955.044688506903	-302.8589015560323	3.6274019610258668	18.2691055136073	14	0	0.5551498261606894	0.9403030988143989	255.75	172.9090909090909	2422.25	2677.0	3109.0	4999.0	429.6666666666667	198.33333333333334	1647.5	2076.1666666666665	78.0	2938.0	6.276059377599047	0.7928133156071434
95000	-21332.22891081497	-20961.18475237885	-371.044158436123	4.063935273063999	20.23487497077639	18	0	0.4228088454238617	1.1958122072527217	645.1666666666666	319.42857142857144	1345.1666666666667	1989.3333333333333	478.0	2270.0	565.9166666666666	188.4	2249.25	2814.1666666666665	4420.0	4999.0	8.554726356441304	0.7157254887633655
96000	-21383.0152091541	-20967.62021691955	-415.3949922345485	3.7270407449646186	19.989407993653387	20	0	0.6216410337757795	1.220906593263634	388.25	195.8181818181818	1686.5	2073.75	1792.0	2994.0	351.6666666666667	201.76470588235293	2165.3333333333335	2516.0	2196.0	648.0	5.935754858930054	0.45287481881957165
97000	-21240.49285701043	-20962.10750751227	-278.38534949816045	3.783822037370338	19.49931900342817	12	0	0.32832418776406375	0.7146307351668114	389.0	192.0	2185.8571428571427	2573.8571428571427	3581.0	1514.0	613.8	427.6666666666667	2079.6	2692.4	3239.0	2634.0	7.654904886632347	0.7467569996403608
98000	-21279.603362208818	-20964.588525518997	-315.01483668982115	3.6915069237894307	19.238965882007342	15	0	0.393265567056714	1.3415598590519835	471.7142857142857	282.6	2220.5714285714284	2691.285714285714	4295.0	3400.0	528.375	148.41666666666666	2696.0	3223.375	4368.0	859.0	6.620430498843258	0.7729916218397948
99000	-21387.841030821226	-20957.879546380835	-429.9614844403917	3.4418226726287804	18.92587476094482	22	0	0.4202764812158586	1.0568236099925254	461.4166666666667	171.1	2347.9166666666665	2808.3333333333335	4636.0	2298.0	413.2	228.69230769230768	2030.4	2442.6	358.0	859.0	7.388520065416451	0.7833966422325643
100000	-21432.12337504315	-20975.240998841724	-456.88237620142627	4.019080342046197	20.451186256050004	24	1	0.49218728014346674	1.245565388929897	465.9166666666667	195.22222222222223	2845.5833333333335	3310.5	1756.0	3397.0	343.3333333333333	143.64285714285714	1425.4166666666667	1767.75	0.0	647.0	7.612522479544185	0.6291759288578065
101000	-21358.907647834883	-20964.571513021812	-394.3361348130725	3.6096565620922285	19.902227697147115	19	1	0.40740270954544244	1.4190181100805437	472.5	196.66666666666666	2169.1	2640.6	1207.0	3397.0	465.3333333333333	247.15384615384616	1775.0	2239.3333333333335	1729.0	139.0	6.125642614495031	0.49312605638704404
102000	-21306.959748381123	-20962.563342924692	-344.39640545643164	3.668115004839271	18.410895167756173	16	0	0.45278605937785277	1.130869534023516	459.75	319.5	2661.0	3119.75	4026.0	2277.0	506.0	275.1666666666667	2407.125	2912.125	640.0	4504.0	5.885842813264708	0.6089602375857223
103000	-21294.32202717384	-20966.25863658277	-328.0633905910675	3.4950482116919708	17.80752375312532	15	0	0.5014447913109251	1.038669577942198	474.25	301.3	3132.625	3605.875	4212.0	1439.0	527.8571428571429	353.55555555555554	2531.285714285714	3058.1428571428573	3134.0	4503.0	5.4787728187798095	0.6027618818201318
104000	-21322.023213710923	-20958.19821417842	-363.82499953250266	3.842853621066146	19.01855205825495	17	0	0.45322094383801076	1.7444906562413207	608.6	218.2941176470588	1726.9	2334.5	1109.0	1121.0	630.8571428571429	345.6	1653.857142857143	2283.714285714286	0.0	663.0	6.174354319280675	0.6417409984743925
105000	-21319.451217666527	-20957.899830742776	-361.5513869237525	3.76270723510441	19.028651419250853	17	0	0.4778185326691866	1.2639740994437798	470.6666666666667	253.30769230769232	2631.1111111111113	3100.777777777778	3386.0	2365.0	388.0	186.58333333333334	1764.0	2151.0	2307.0	2378.0	4.511039831916214	0.5596406744043989
106000	-21394.998968908832	-20952.75448800679	-442.2444809020417	3.682628489930432	18.946863647276018	22	1	0.48760463829735323	1.365273760591596	391.0	204.42857142857142	2618.8	3008.8	676.0	1429.0	363.8333333333333	176.5625	1930.25	2293.0833333333335	3429.0	980.0	6.020578411098391	0.7007479004550875
107000	-21271.51502294529	-20954.56561802711	-316.9494049181768	3.7588181172636563	19.143397855641293	14	0	0.5550525287526851	0.9811271453937361	505.875	314.09090909090907	1712.875	2217.75	480.0	1456.0	709.8333333333334	366.875	1936.1666666666667	2645.0	4413.0	4999.0	6.749337976146634	0.6058816915862457
108000	-21262.424197222746	-20952.520650858296	-309.9035463644519	3.9069507294510135	18.557484198418024	14	0	0.5317604403708225	1.4327581606001516	675.5	384.75	2437.0	3111.5	3584.0	2444.0	470.0	222.8181818181818	1514.125	1983.125	1599.0	826.0	5.7660343184341185	0.6283499166377172
109000	-21255.19475363556	-20953.707110870746	-301.4876427648122	3.646168672514502	18.98336961677107	14	0	0.5681537436373895	1.129647642235332	392.25	287.2	1759.625	2150.875	4003.0	3386.0	580.3333333333334	260.8888888888889	1099.3333333333333	1678.6666666666667	133.0	1767.0	6.997263650392732	0.5478319477388045
110000	-21289.01113744649	-20952.889102874353	-336.1220345721368	3.681739740400656	18.84836136069573	17	0	0.4319486652407373	1.6326249349586954	487.625	228.25	3090.0	3576.625	2099.0	4697.0	638.5555555555555	180.6153846153846	786.8888888888889	1424.4444444444443	0.0	1767.0	6.997263650392732	0.8015712957138394
111000	-21286.308126323915	-20949.611974029445	-336.6961522944679	3.650360809303315	18.372219434936493	16	0	0.7514887497890971	1.0451441210610302	415.6666666666667	415.6666666666667	2040.0	2454.6666666666665	3139.0	3401.0	483.9	218.28571428571428	2106.5	2589.4	3885.0	621.0	6.939265569613442	0.7786180399961553
112000	-21399.60100607672	-20950.063703029467	-449.5373030472509	3.937199093940934	19.67029592039615	23	0	0.49207307442933834	1.0046524713112197	431.8181818181818	251.8	2297.5454545454545	2728.3636363636365	3143.0	1530.0	420.8333333333333	168.57894736842104	2217.1666666666665	2637.0	3524.0	1784.0	7.479187699532277	0.7761235260516242
113000	-21319.00714557094	-20959.13846458458	-359.86868098636285	3.7734251214378647	20.15437276090704	17	2	0.5000284887532291	1.0116837822699039	582.2	246.9375	2623.8	3205.0	3143.0	4999.0	558.8571428571429	346.7142857142857	1479.857142857143	2037.7142857142858	0.0	1791.0	7.325153687186585	0.8811481085250453
114000	-21334.149127331635	-20950.382795236575	-383.7663320950586	4.013408047958357	19.948268212974607	18	0	0.6263330997846139	1.1263131093227199	580.4	218.1875	1874.3	2453.7	3133.0	4779.0	396.625	155.46153846153845	1039.375	1435.0	40.0	910.0	9.816259043966124	0.9796144120942182
115000	-21346.780662625806	-20947.164027328934	-399.6166352968729	3.8012502771692733	19.495674457192706	19	1	0.568158088148938	1.0703564183010816	595.5	353.9	2604.625	3199.125	1776.0	2817.0	416.54545454545456	254.57142857142858	2048.6363636363635	2464.181818181818	3033.0	425.0	8.062304026479673	0.7011728048376913
116000	-21368.90778038377	-20953.299221308836	-415.6085590749343	4.17538955816948	20.57908474016581	21	1	0.48512311938793207	1.163355858439709	496.5	238.875	1764.1666666666667	2259.6666666666665	126.0	164.0	407.6666666666667	215.36363636363637	1657.888888888889	2064.5555555555557	144.0	830.0	7.36170112231527	0.7848824740444285
117000	-21363.6134598682	-20945.705592099388	-417.90786776881043	3.7270511359179017	18.90228649702267	20	0	0.5121917712629548	1.177144665551904	535.0833333333334	154.3181818181818	2170.8333333333335	2704.9166666666665	454.0	3420.0	585.5	370.7	1426.25	2010.75	0.0	618.0	8.34690300574159	0.7259320454194265
118000	-21445.825649057908	-20954.368881400336	-491.4567676575709	3.7270511359179017	18.892429999238466	24	0	0.6469894498925911	1.3708662079431477	832.6666666666666	197.625	1784.0	2615.6666666666665	1763.0	2811.0	281.3333333333333	127.73913043478261	1441.7333333333333	1722.0666666666666	346.0	584.0	7.086089272205554	0.7262655371853592
119000	-21346.46341727702	-20958.77917222055	-387.68424505646846	3.6435746766298625	19.357376009241882	19	0	0.553186359643799	1.162830447187021	427.0	193.11764705882354	2433.7272727272725	2859.7272727272725	4898.0	2282.0	319.75	207.2	1634.625	1953.375	110.0	1590.0	7.740557875433766	0.7221314781462433
120000	-21317.83980966391	-20956.249929841913	-361.58987982199665	3.700209905292134	19.796325189217484	17	0	0.620365296728968	0.979395920065072	427.6666666666667	219.69230769230768	2169.6666666666665	2596.3333333333335	4369.0	3015.0	351.0	203.45454545454547	1436.875	1786.875	1997.0	1009.0	7.42888458302983	0.8443065151485826
121000	-21295.69927350744	-20953.510442791852	-342.18883071558633	3.8369777251855854	19.864373362349692	16	0	0.5064814967799202	1.36615993266935	288.44444444444446	161.15384615384616	1947.5555555555557	2235.0	1776.0	3369.0	367.14285714285717	218.44444444444446	2264.714285714286	2630.8571428571427	115.0	1623.0	7.436734866040863	0.7142670739726671
122000	-21461.256763982787	-20949.65682856465	-511.59993541813583	3.840362689012642	19.072131179691016	26	1	0.49584763130084003	1.33201791315587	393.42857142857144	175.4	2192.0714285714284	2584.5	698.0	1833.0	385.8333333333333	163.1904761904762	3118.4166666666665	3503.25	4412.0	3843.0	7.145440743182377	0.8706124791359992
123000	-21463.42043570647	-20948.10934406431	-515.3110916421623	3.8098430321426195	18.808766953824488	27	0	0.45268945886622364	1.4185205090448445	455.6666666666667	169.3846153846154	2229.4	2684.0666666666666	1423.0	3407.0	359.25	191.75	2703.75	3062.0	3557.0	842.0	6.588202116533654	0.7228576899724466
124000	-21272.976867843365	-20947.33037332705	-325.64649451631294	3.408552286835603	18.13704733131267	15	0	0.6776145223568935	1.283137062228063	359.75	270.7	2076.875	2435.625	2968.0	136.0	433.85714285714283	189.5	1479.5714285714287	1912.4285714285713	381.0	4999.0	5.705195925372273	0.5723600753275744
125000	-21343.26627040343	-20956.872911298815	-386.39335910461625	3.642554337866477	18.16038179015351	19	0	0.6158313801720571	1.1773651052315002	430.7692307692308	185.71428571428572	2823.076923076923	3252.846153846154	3020.0	4750.0	438.6666666666667	185.66666666666666	1973.3333333333333	2411.0	1994.0	954.0	4.686751683533817	0.4854124632086967
126000	-21333.770544016184	-20949.57338056824	-384.19716344794386	3.8588265405564477	19.463687328356357	19	0	0.5888379453759287	1.1534292898671499	521.2	214.5	1939.0	2459.2	898.0	4547.0	397.1111111111111	151.45454545454547	1606.111111111111	2002.2222222222222	1973.0	619.0	7.7726196565256815	0.8012800690109648
127000	-21374.474159318615	-20941.12116858097	-433.35299073764645	3.723203588387943	18.976524401850504	21	0	0.5479156690275965	0.9831181166571901	385.1111111111111	209.5	2397.222222222222	2781.3333333333335	1795.0	4280.0	349.3333333333333	183.76470588235293	1924.75	2273.0833333333335	1975.0	2547.0	9.040868110691976	0.662879963393028
128000	-21349.158346319007	-20945.17420538133	-403.98414093768014	3.800964418667538	19.03519483033973	21	0	0.5631509495131216	1.342829475936543	281.8	158.35714285714286	1792.8	2073.6	443.0	915.0	380.54545454545456	126.61538461538461	2091.818181818182	2471.3636363636365	0.0	2418.0	7.369080460014332	0.7707951205985558
129000	-21241.193965511386	-20959.193702633056	-282.00026287832804	3.4777560838360175	18.576346265714836	14	0	0.6034644922831737	1.109288947456384	290.25	196.0	2206.25	2495.5	1796.0	2215.0	421.6666666666667	271.5	1769.5	2190.1666666666665	1458.0	635.0	8.036066740342209	0.8351843033510812
130000	-21350.11704113621	-20949.10686515002	-401.01017598618853	3.4246321042352204	17.869974594310374	20	0	0.39306563187176125	0.8100272091815779	348.5	267.3	2298.375	2645.875	1796.0	389.0	335.0	154.52631578947367	2356.5	2690.5	2633.0	2923.0	8.245394390460584	1.0092622367286057
131000	-21287.319878393366	-20945.458861728897	-341.86101666446876	3.4975763706945378	18.414977821094514	16	1	0.5482132014987348	0.8202131396278842	298.77777777777777	162.14285714285714	1865.6666666666667	2163.4444444444443	443.0	2029.0	635.5714285714286	419.75	2277.285714285714	2911.8571428571427	1836.0	3608.0	8.160863616539109	1.0177732570405686
132000	-21263.70505982938	-20943.670940400494	-320.03411942888516	3.609449824296422	19.337315536909482	15	0	0.5047775174404713	0.8894739517572403	553.3	244.375	1708.0	2260.3	3091.0	2939.0	722.2	368.2857142857143	2483.2	3204.4	3061.0	631.0	12.6838882658059	1.2555033101105335
133000	-21390.176342894163	-20945.949170893316	-444.2271720008467	4.131362098182286	20.338929405770077	23	1	0.49486164521119663	1.5578975670400612	618.4545454545455	250.46666666666667	1969.3636363636363	2586.818181818182	1016.0	3683.0	277.9166666666667	127.52941176470588	2122.5	2399.4166666666665	51.0	607.0	9.16210293624518	0.909177863671884
134000	-21229.074612180466	-20948.42594774333	-280.6486644371351	3.600519557950586	18.320870683405545	13	0	0.6111299138090887	0.9815069205780899	449.5	270.875	1755.6666666666667	2204.1666666666665	1127.0	1425.0	460.7142857142857	274.77777777777777	1944.2857142857142	2404.0	91.0	4999.0	10.229583008764358	0.9786921467294464
135000	-21342.760679683946	-20949.265980197957	-393.4946994859896	3.8897483543152678	19.28158432885295	19	0	0.3804438417993863	1.2247994935269524	375.0	173.1764705882353	2387.7272727272725	2761.7272727272725	1149.0	1320.0	357.75	229.0	2040.0	2396.75	4417.0	4400.0	9.388192625761402	0.9639440063331688
136000	-21295.69735496097	-20952.242909872613	-343.4544450883539	3.4948795714993213	17.86374306291299	16	1	0.5257054868429799	0.9008206745179711	549.375	382.8888888888889	2861.375	3409.75	463.0	4999.0	637.125	313.0	2010.5	2646.625	3983.0	620.0	6.337846250054864	0.9859195674833592
137000	-21312.025999681435	-20945.842227888985	-366.183771792451	3.701862819648296	19.201380693667595	18	0	0.39944399496305816	0.9248204781616435	346.625	195.16666666666666	1776.125	2121.75	1163.0	365.0	439.8	208.64285714285714	2430.0	2868.8	4727.0	376.0	11.642825712613007	1.3055905623210304
138000	-21319.143838174034	-20944.047699881754	-375.09613829228	3.6110486396331987	19.30975429185681	18	0	0.46433580046855716	1.087683607159488	577.6666666666666	335.0	2117.1666666666665	2693.8333333333335	1632.0	3731.0	379.5	201.88888888888889	2305.75	2684.25	2678.0	2912.0	11.505768729135117	1.3261639410309383
139000	-21285.14634876848	-20946.520295181857	-338.62605358662233	3.5014168009179762	19.06446984941542	16	0	0.5248966921693897	0.7975670476351258	645.2	296.25	1223.4	1867.6	658.0	2286.0	360.09090909090907	214.5	2367.909090909091	2727.0	2031.0	1196.0	9.385906457734839	1.0585787957590744
140000	-21232.880600407283	-20944.59643812826	-288.28416227902176	3.8186617194167516	18.92081819458024	13	0	0.629158228540548	0.9155016209332079	342.1666666666667	342.1666666666667	2292.5	2633.6666666666665	1801.0	2636.0	422.57142857142856	240.0	2161.5714285714284	2583.1428571428573	4409.0	4999.0	9.294438813130476	0.7294004504823686
141000	-21322.55368912991	-20954.519122339334	-368.0345667905738	3.7038124963624703	18.651596935823438	19	0	0.5499612974476943	1.1909104421229266	461.8181818181818	197.6875	1871.3636363636363	2332.181818181818	1801.0	3370.0	387.75	194.7	2392.5	2779.25	4480.0	4766.0	7.278939029568536	0.7365958078490169
